 1224.00    0.00    1.00   -1.53    5.88  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    0.00    1.00   -0.59   19.71  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    0.00    0.00   -0.53   20.35  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    0.00    0.00   -0.67    8.78  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    0.00    0.00   -0.16   17.90  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    0.00    0.00    0.02    4.58  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    0.00    1.00   -0.62   -2.83  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    0.00    0.00   -1.00    0.52  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    0.00    1.00   -0.89    1.53  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    0.00    0.00   -0.46   21.52  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    0.00    1.00   -1.45    9.48  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    0.00    1.00   -0.66   16.06  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    0.00    0.00   -0.47   21.18  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    0.00    1.00   -0.99   20.18  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    0.00    0.00    0.33   20.35  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    0.00    1.00   -0.68   20.51  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    0.00    0.00   -0.30   19.34  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    1.00    0.00   -1.53    4.15  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    0.00    1.00    0.04    2.93  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    0.00    0.00   -0.08   16.41  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    0.00    1.00    0.06   13.65  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    0.00    1.00   -0.13    6.56  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    0.00    1.00    0.47    9.65  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    0.00    0.00   -0.47    3.15  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    1.00    1.00   -1.25    4.75  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    0.00    0.00   -0.63   21.72  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    0.00    1.00    0.83    5.17  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    0.00    1.00   -0.57    6.40  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    0.00    1.00   -0.26    6.82  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    0.00    1.00   -0.14    9.26  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    0.00    1.00   -0.48    3.75  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    0.00    1.00   -0.95    0.86  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    0.00    1.00    0.28   11.54  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    0.00    1.00   -0.12   13.26  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    0.00    0.00   -0.88   10.56  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    0.00    0.00   -0.94    0.87  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    0.00    0.00   -0.55    8.30  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    1.00    0.00    0.14   -1.69  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    0.00    1.00    0.97    2.06  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    0.00    0.00    0.37    6.71  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    1.00    0.00   -1.66    0.12  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    0.00    1.00   -1.07    2.38  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    0.00    1.00   -0.25   16.34  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    0.00    1.00   -1.40    6.13  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    0.00    1.00    0.75   23.58  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    0.00    1.00    0.01   14.05  842.00    0.00    0.35    1.60    0.00   -0.43
 1224.00    0.00    1.00   -0.42    2.18  842.00    0.00    0.35    1.60    0.00   -0.43
 1288.00    0.00    1.00   -0.79    7.86 1855.00    0.00    0.27    0.17    0.00    0.13
 1288.00    1.00    0.00   -0.33   10.17 1855.00    0.00    0.27    0.17    0.00    0.13
 1288.00    0.00    0.00    0.47   15.70 1855.00    0.00    0.27    0.17    0.00    0.13
 1288.00    0.00    1.00    0.35   22.92 1855.00    0.00    0.27    0.17    0.00    0.13
 1288.00    1.00    1.00   -1.47   10.66 1855.00    0.00    0.27    0.17    0.00    0.13
 1288.00    0.00    1.00    0.20   13.54 1855.00    0.00    0.27    0.17    0.00    0.13
 1288.00    0.00    0.00   -0.52   18.21 1855.00    0.00    0.27    0.17    0.00    0.13
 1288.00    1.00    0.00   -0.16    5.55 1855.00    0.00    0.27    0.17    0.00    0.13
 1288.00    0.00    0.00    0.04    7.42 1855.00    0.00    0.27    0.17    0.00    0.13
 1288.00    0.00    0.00    0.68   18.79 1855.00    0.00    0.27    0.17    0.00    0.13
 1288.00    0.00    0.00    1.26    1.58 1855.00    0.00    0.27    0.17    0.00    0.13
 1288.00    0.00    1.00    0.15    3.53 1855.00    0.00    0.27    0.17    0.00    0.13
 1288.00    0.00    1.00   -0.68   20.17 1855.00    0.00    0.27    0.17    0.00    0.13
 1288.00    0.00    1.00    0.33   10.77 1855.00    0.00    0.27    0.17    0.00    0.13
 1288.00    0.00    1.00   -0.73    2.62 1855.00    0.00    0.27    0.17    0.00    0.13
 1288.00    0.00    1.00    1.26   21.30 1855.00    0.00    0.27    0.17    0.00    0.13
 1288.00    0.00    0.00    0.61   19.53 1855.00    0.00    0.27    0.17    0.00    0.13
 1288.00    0.00    1.00    0.69   18.40 1855.00    0.00    0.27    0.17    0.00    0.13
 1288.00    0.00    1.00    1.08   20.69 1855.00    0.00    0.27    0.17    0.00    0.13
 1288.00    0.00    0.00    0.22   21.44 1855.00    0.00    0.27    0.17    0.00    0.13
 1288.00    0.00    0.00    0.03    7.52 1855.00    0.00    0.27    0.17    0.00    0.13
 1288.00    0.00    0.00   -0.12   18.40 1855.00    0.00    0.27    0.17    0.00    0.13
 1288.00    0.00    0.00   -0.49    4.62 1855.00    0.00    0.27    0.17    0.00    0.13
 1288.00    0.00    0.00    0.32   23.58 1855.00    0.00    0.27    0.17    0.00    0.13
 1288.00    0.00    0.00    0.59   12.81 1855.00    0.00    0.27    0.17    0.00    0.13
 1296.00    1.00    1.00   -0.15   12.67 1719.00    0.00    0.32   -0.14    1.00   -0.42
 1296.00    1.00    0.00   -0.86    0.78 1719.00    0.00    0.32   -0.14    1.00   -0.42
 1296.00    1.00    1.00   -1.57    4.97 1719.00    0.00    0.32   -0.14    1.00   -0.42
 1296.00    1.00    0.00   -0.90   23.17 1719.00    0.00    0.32   -0.14    1.00   -0.42
 1296.00    1.00    1.00   -0.29    8.28 1719.00    0.00    0.32   -0.14    1.00   -0.42
 1296.00    1.00    1.00   -1.09    6.24 1719.00    0.00    0.32   -0.14    1.00   -0.42
 1296.00    1.00    1.00   -1.39    1.33 1719.00    0.00    0.32   -0.14    1.00   -0.42
 1296.00    1.00    0.00   -1.15    2.36 1719.00    0.00    0.32   -0.14    1.00   -0.42
 1296.00    1.00    1.00   -0.56    6.76 1719.00    0.00    0.32   -0.14    1.00   -0.42
 1296.00    1.00    1.00   -0.70    6.25 1719.00    0.00    0.32   -0.14    1.00   -0.42
 1296.00    1.00    1.00    0.14    3.40 1719.00    0.00    0.32   -0.14    1.00   -0.42
 1296.00    1.00    0.00    0.52   22.20 1719.00    0.00    0.32   -0.14    1.00   -0.42
 1296.00    1.00    0.00    0.73   -1.35 1719.00    0.00    0.32   -0.14    1.00   -0.42
 1296.00    1.00    1.00   -0.25   -0.01 1719.00    0.00    0.32   -0.14    1.00   -0.42
 1296.00    1.00    1.00    0.32    5.22 1719.00    0.00    0.32   -0.14    1.00   -0.42
 1296.00    1.00    1.00    0.05    3.59 1719.00    0.00    0.32   -0.14    1.00   -0.42
 1296.00    1.00    1.00   -0.03   11.16 1719.00    0.00    0.32   -0.14    1.00   -0.42
 1296.00    1.00    1.00   -0.90    5.98 1719.00    0.00    0.32   -0.14    1.00   -0.42
 1296.00    1.00    0.00   -0.82    2.81 1719.00    0.00    0.32   -0.14    1.00   -0.42
 1296.00    1.00    1.00   -1.41    7.27 1719.00    0.00    0.32   -0.14    1.00   -0.42
 1296.00    1.00    0.00   -1.26    8.90 1719.00    0.00    0.32   -0.14    1.00   -0.42
 1296.00    1.00    0.00   -0.61    8.77 1719.00    0.00    0.32   -0.14    1.00   -0.42
 1296.00    1.00    1.00    1.24   12.18 1719.00    0.00    0.32   -0.14    1.00   -0.42
 1296.00    0.00    0.00   -0.69    3.05 1719.00    0.00    0.32   -0.14    1.00   -0.42
 1296.00    1.00    1.00   -0.83    6.83 1719.00    0.00    0.32   -0.14    1.00   -0.42
 1296.00    1.00    1.00   -0.70    3.26 1719.00    0.00    0.32   -0.14    1.00   -0.42
 1296.00    1.00    1.00   -0.50    6.36 1719.00    0.00    0.32   -0.14    1.00   -0.42
 1296.00    1.00    0.00   -0.66   11.59 1719.00    0.00    0.32   -0.14    1.00   -0.42
 1296.00    1.00    1.00   -0.78    8.08 1719.00    0.00    0.32   -0.14    1.00   -0.42
 1296.00    1.00    1.00   -0.10   19.82 1719.00    0.00    0.32   -0.14    1.00   -0.42
 1296.00    1.00    1.00   -1.03   14.24 1719.00    0.00    0.32   -0.14    1.00   -0.42
 1296.00    1.00    1.00   -0.42    1.17 1719.00    0.00    0.32   -0.14    1.00   -0.42
 1296.00    1.00    1.00   -0.41   -1.13 1719.00    0.00    0.32   -0.14    1.00   -0.42
 1296.00    1.00    0.00    0.35   10.84 1719.00    0.00    0.32   -0.14    1.00   -0.42
 1296.00    1.00    1.00   -1.63    6.78 1719.00    0.00    0.32   -0.14    1.00   -0.42
 1296.00    1.00    1.00   -0.70    9.45 1719.00    0.00    0.32   -0.14    1.00   -0.42
 1296.00    1.00    0.00   -0.17    6.00 1719.00    0.00    0.32   -0.14    1.00   -0.42
 1296.00    1.00    1.00   -0.72    4.77 1719.00    0.00    0.32   -0.14    1.00   -0.42
 1296.00    1.00    1.00   -1.01   14.40 1719.00    0.00    0.32   -0.14    1.00   -0.42
 1296.00    1.00    0.00   -0.18    6.59 1719.00    0.00    0.32   -0.14    1.00   -0.42
